,원문,번역문
584,일본이 말하는 화기관제 레이더도 추적 레이더를 가리킨다고 국방부는 설명한다.,"The Japanese Ministry of Defense explains that the fire control radar, which Japan talks about, also refers to the tracking radar."
585,여기 사무실에는 한국인 직원 있나요?,Is there a Korean employee in this office?
586,갑자기 그가 깃발을 꽂은 자리에서 물줄기가 솟아 올랐다.,"Suddenly, water sprang up from the very place he had struck with the flag."
587,"아니요, 별로 안 그런데요.","No, not really."
588,"연구소 쪽은 “국내에서 처음 확인된 말발걸이 제작방식으로, 마구 제작기술과 제작방식 변천 과정을 연구할 수 있는 중요한 자료”라고 밝혔다.","The research institute said, ""This is the first confirmed method of making horseshoe in Korea, and it is an important data for studying the harness manufacturing technology and the changing process of manufacturing method."
589,김주찬 한국규제학회 회장은 “정부의 시도가 성과로 이어지기 위해서는 이날 분야 이외에도 더 다양한 분야로 확산돼야 한다”고 말했다.,"Chairman of Korea Society for Regulatory Studies Kim Joo-chan said, “In order for the government's attempt to lead to results, it must be spread to more diverse fields besides this field.”"
590,그만큼 전세금을 돌려받지 못할까 걱정하는 세입자들이 늘고 있다는 뜻이다.,That means there are more tenants who are worried about not getting their charter money back.
591,운동으로 가꾼 나르샤의 탄탄한 몸매와 미모가 팬들의 시선을 사로잡았다.,"Narsha's solid body and beauty, which was grown by exercise, caught the attention of fans."
592,아빠한테 연락이 왔는데 우리 할아버지는 많이 괜찮아지셨대.,My dad called to tell me that my grandfather is getting much better.
593,"다만 본격적인 상승장을 기대하기에는 아직 힘든 상황인 만큼, 덮어놓고 뛰어들기보다는 낙폭과대주 중 실적 기대주를 중심으로 안정적인 투자전략을 가져가는 것이 현명하다.","However, since it is still difficult to expect a full-fledged upturn, it is wise to take a stable investment strategy based on stocks on a dramatic plunge with expected performance rise, rather than blindly jumping in."
594,최재형 감사원장이 22일 서울 종로구 감사원에서 열린 법제사법위원회의 감사원에 대한 국정감사에서 안경을 고쳐 쓰고 있다.,"Choi Jae-hyung, head of the Board of Audit and Inspection of Korea, is adjusting his glasses at the national audit of the Board of Audit and Inspection of Korea by the Legislation & Judiciary Committee held at Jongno-gu, Seoul, on the 22nd."
595,어제 병원에 갔는데 내 어깨 한쪽이 기울였대.,I went to the hospital yesterday and they said one of my shoulders is tilted.
596,세월호에서 학생들을 구하려다 희생됐지만 기간제 교사라는 이유로 사망보험금을 지급받지 못한 고 김초원씨 유족이 교육청을 상대로 한 소송에서 패소하자 이에 반발 항소했다.,The bereaved family of Kim Cho-won who was sacrificed to save students in the Sewol ferry but was not paid death insurance because she was a temporary teacher appealed against Education Office when they lost a lawsuit.
597,다만 산업부가 당시 분석에서 연료비를 2017년 수준으로 고정한 만큼 향후 연료비 변동에 따라 실제 증가분이 달라질 수 있다.,"However, since the Ministry of Industry and Energy fixed the fuel cost at the level of 2017 in its analysis at the time, the actual increase may depend on changes in fuel costs in the future."
598,신들린 연기력으로 풀어낼 김동욱만의 독보적인 캐릭터가 기대를 높인다.,"Kim Dong-wook's unique character, who will solve the character with his inspired performance, raises expectations."
599,다음달 23∼25일 부산 벡스코와 해운대 일원에서 열리는 국내 최대 규모의 광고제 ‘2018 부산국제광고제’(AD STARS 2018)가 얼리버드 티켓 할인 판매를 한다.,"The 2018 Busan International Advertising Festival (AD STARS 2018), Korea's largest advertising festival to be held in BEXCO and Haeundae from 23rd to 25th of next month, will offer discounts on Early Bird tickets."
600,그러나 나는 이 홈페이지를 탈퇴하는 방법을 몰라요.,But I don't know how to leave this homepage.
601,"멤버들은 “좀 더 실력이 늘고 기회가 된다면 나중에 앨범에 실릴 수 있었으면 음악적 실력을 키우고 싶다""는 목표도 밝혔다.","Members revealed their goal saying, ""We wish to advance our musical ability and to feature it in our album if we get better and have a chance."""
602,살인의 데자뷰를 겪는 지민(남규리 분)의 환각 속에서 펼쳐지는 공포와 그녀를 둘러싼 의심스러운 남자들 사이에서 뿜어져 나오는 묵직한 긴장감이 무더운 날씨를 시원하게 날려버린 것이다.,"The fear that unfolds in the hallucinations of Jimin(Nam Kyu-ri), who experiences the dejavu of the murder and the heavy tension that spurts from the suspicious men surrounding her has chilled out the sweltering weather."
603,트럼프 대통령은 기자회견에서 “이번에 합의문까지 마련했지만 서명하는게 적절치 않다고 생각해 어떤 옵션도 행사하지 않기로 했다”며 빅딜에는 못미쳐 ‘노딜’을 선택했음을 밝혔다.,"In a press conference, President Trump said, “We worked out even the agreement, but we decided not to exercise any option because we did not think it was appropriate to sign it,” and announced they chose No Deal as they failed to reach big deal."
604,김 정책위의장은 회동 직후 기자들을 만난 자리에서 “고용상황이 개선 추세로 전환될 수 있도록 가능한 모든 정책수단을 동원해 총력 대응하기로 했다”고 했다.,"In a meeting with reporters shortly after the meeting, head policy committee member Kim said, ""We decided to use all possible policy measures to respond to the employment situation in an all-out manner so that it can turn into an improvement trend."""
605,구청장은 독서관련 인적·물적 자원을 민관 공동으로 활용할 수 있도록 민관 네트워크 구축에 노력한다.,The head of the Gu shall endeavor to establish a Government-Private Sector Network in order to utilize human and material resources related to reading jointly with the government and private sector.
606,과거 중소기업에 근무할 때 제품이 불량이란 이유로 납품한 회사로 직접 찾아가서 불량제품을 하루 종일 골라냈던 기억이 있습니다.,"In the past, when I was working for a small company, I went to the company that delivered the product because it was defective and picked out the defective product all day long."
607,그룹 워너원 출신 박지훈이 데뷔 첫 단독 팬미팅을 개최한다.,PARK JI HOON from Group Wanna One will hold his first solo fan meeting.
608,또한 a16은 맥주소가 안 맞는지 설치가 되지 않습니다.,"Also, a16 is not installed maybe due to the wrong mac address."
609,"단, 이 경우 근무성적 및 해당연도 일반직공무원 해당 계급별 평균 승진소요연수 등을 고려하여야 한다.","Provided, That in such cases, work performance and the number of the years required for average promotion by pro rata rank for public officials in general service in the relevant year, etc. shall be taken into consideration."
610,그 곳에 93세의 노모가 북녘에 두고 올 수 밖에 없었던 딸을 그리워 하며 살고 있다.,"There, the 93-year-old mother lives missing her daughter, whom she had to leave behind in the North."
611,그래서 나는 이 회사에 지원하게 되었어요.,So I applied to this company.
612,위치는 이용자의 접근이 편리하고 공공성이 확보될 수 있도록 서울특별시 구로구(이하 “구로구”라 한다) 안에 설치하는 것을 원칙으로 한다.,"In principle, the location shall be established in Guro-gu Seoul Metropolitan Government (hereinafter referred to as ""Guro-gu"") so that users can access easily and the public nature can be ensured."
613,"센터에는 센터장, 가정상담팀, 가정교육팀, 가정문화팀 등 건강가정사업의 수행에 필요한 팀을 둔다.","The Center shall have the teams necessary for the implementation of healthy family programs, such as the head of the Center, a home counseling team, home education team, and home culture team."
